timestamp;CH4;CO;O3;Gaz Fluorés;Particules;N2O;CFH
2025-12-14T09:44:18.941Z;24.71;13.62;32.1;26.72;31.93;44.02;18.02
2025-12-14T12:44:18.941Z;23.74;6.25;2.92;37.02;21.72;19.98;47.29
2025-12-14T15:44:18.941Z;15.15;18.86;7.3;8.38;1.14;9.22;41.95
2025-12-14T18:44:18.941Z;12.83;8.05;41.34;41.65;43.79;43.3;29.82
2025-12-14T21:44:18.941Z;24.13;33.4;10.63;36.47;37.91;16.74;24.15
2025-12-15T00:44:18.941Z;19.59;35.14;28.85;48.58;39.04;38.47;39.48
2025-12-15T03:44:18.941Z;14.39;21.79;16.9;14.98;41.13;38.31;23.4
2025-12-15T06:44:18.941Z;11.91;37.9;4.44;38.34;14.82;37.08;32.19
2025-12-15T09:44:18.941Z;20.16;1.74;25.62;33.64;32.76;18.13;31.95
2025-12-15T12:44:18.941Z;19.02;7.2;1.9;2.65;3.01;30.34;27.29
2025-12-15T15:44:18.941Z;20.19;47.7;17.9;5.53;25.72;18.66;2.59
2025-12-15T18:44:18.941Z;13.35;46.82;14.58;44.89;36.31;12.78;39.49
2025-12-15T21:44:18.941Z;17.28;29.78;45.04;28.43;42.47;33.5;42.23
2025-12-16T00:44:18.941Z;24.67;8.06;33.14;0.96;46.67;32.13;22.73
2025-12-16T03:44:18.941Z;21.86;47.59;17.17;32.46;26.99;15.88;47.03
2025-12-16T06:44:18.941Z;10.68;47.07;9.61;49.17;11.29;29.8;34.57
2025-12-16T09:44:18.941Z;17.98;0.14;3.13;33.1;4.68;24.59;38.75
2025-12-16T12:44:18.941Z;19.72;12.32;47.04;21.5;0.43;0.23;17.62
2025-12-16T15:44:18.941Z;18.1;2.79;37.77;6.36;0.79;3.92;11.08
2025-12-16T18:44:18.941Z;14.32;15.96;29.36;44.12;26.0;43.76;15.47
2025-12-16T21:44:18.941Z;13.58;30.01;46.49;16.88;41.48;32.04;34.09
2025-12-17T00:44:18.941Z;10.11;7.95;23.39;4.75;16.47;37.37;24.04
2025-12-17T03:44:18.941Z;16.79;4.05;5.85;45.44;13.84;33.63;1.35
2025-12-17T06:44:18.941Z;24.6;48.35;14.59;31.05;6.14;21.2;33.77
2025-12-17T09:44:18.941Z;24.22;47.59;33.49;41.94;23.15;10.85;45.83
2025-12-17T12:44:18.941Z;20.7;23.17;4.33;46.73;32.12;31.18;17.13
2025-12-17T15:44:18.941Z;13.08;33.13;25.08;41.67;6.96;23.03;13.04
2025-12-17T18:44:18.941Z;12.1;0.15;47.67;23.53;7.36;37.73;34.28
2025-12-17T21:44:18.941Z;13.19;20.36;17.37;23.26;44.83;37.82;19.1
2025-12-18T00:44:18.941Z;12.46;29.18;27.47;5.99;32.22;26.38;36.78
2025-12-18T03:44:18.941Z;20.59;41.72;34.33;37.23;22.94;38.53;31.34
2025-12-18T06:44:18.941Z;21.76;34.24;7.75;30.71;15.47;29.46;5.63
